Text,Label
will you see if I've spelled predecessor fine?,correctionIntent
verify my spelling of impudent,correctionIntent
please proofread the sentence: the news follows partisanship,correctionIntent
will you see if I've spelled indication correctly ?,correctionIntent
is the sentence correct: he was guilty of his crime?,correctionIntent
how to spell sublime?,correctionIntent
will you see if I've spelled delicacy fine?,correctionIntent
verify my spelling of purse,correctionIntent
am i correct to write their actions are performative,correctionIntent
will you see if I've spelled philosophical fine?,correctionIntent
please check the spelling of debase,correctionIntent
"he was guilty of his crime' ,is this correct??",correctionIntent
is my spelling of candor correct?,correctionIntent
are there in any errors in the text his company is scaling new heights?,correctionIntent
please check the spelling of brusk,correctionIntent
is the sentence correct: his company is scaling new heights?,correctionIntent
verify my spelling of proceeding,correctionIntent
what are the mistakes in the news follows partisanship?,correctionIntent
verify my spelling of cumulative,correctionIntent
is my spelling of cajole correct?,correctionIntent
verify my spelling of inept,correctionIntent
is my spelling of despot correct?,correctionIntent
is my grammar correct here: the news follows partisanship?,correctionIntent
is the sentence correct: the news follows partisanship?,correctionIntent
is my spelling of intrepid correct?,correctionIntent
please check the spelling of confident,correctionIntent
are there in any errors in the text i am not in the mood?,correctionIntent
how to spell siege?,correctionIntent
verify the text he was persecuted for his actions,correctionIntent
please check the spelling of haughty,correctionIntent
will you see if I've spelled intrigue correctly ?,correctionIntent
how to spell suffrage?,correctionIntent
is my grammar correct here: i am not in the mood?,correctionIntent
is my spelling of avarice correct?,correctionIntent
how to spell kindle?,correctionIntent
are there in any errors in the text he was guilty of his crime?,correctionIntent
is my spelling of flabbergasted correct?,correctionIntent
please check the spelling of kide,correctionIntent
will you see if I've spelled impel correctly ?,correctionIntent
please check the spelling of forsakee,correctionIntent
how to spell wax?,correctionIntent
verify the text her performanc is satisfactory,correctionIntent
verify the text his company is scaling new heights,correctionIntent
will you see if I've written 'he was persecuted for his actions' correctly?,correctionIntent
is my spelling of amiable correct?,correctionIntent
is my spelling of alacrity correct?,correctionIntent
will you see if I've spelled vacate correctly ?,correctionIntent
is my spelling of indolent correct?,correctionIntent
what are the mistakes in he was persecuted for his actions?,correctionIntent
how to spell exploit?,correctionIntent
is my spelling of circumspect correct?,correctionIntent
verify my spelling of erudite,correctionIntent
what are the mistakes in her performanc is satisfactory?,correctionIntent
will you see if I've spelled latitude correctly ?,correctionIntent
what are the mistakes in he was guilty of his crime?,correctionIntent
is the sentence correct: excruciating pain?,correctionIntent
will you see if I've spelled illustrious fine?,correctionIntent
can you check my sentence: her performanc is satisfactory?,correctionIntent
please proofread the sentence: he was persecuted for his actions,correctionIntent
please check the spelling of connife,correctionIntent
please proofread the sentence: excruciating pain,correctionIntent
can you check my sentence: i am not in the mood?,correctionIntent
what are the mistakes in my aunt is a public prosecutor?,correctionIntent
am i correct to write his company is scaling new heights,correctionIntent
how to spell oakward?,correctionIntent
what are the mistakes in their actions are performative?,correctionIntent
is my grammar correct here: he was persecuted for his actions?,correctionIntent
will you see if I've spelled tract correctly ?,correctionIntent
how to spell exertion?,correctionIntent
is my grammar correct here: she is vigilant outdoors?,correctionIntent
verify the text excruciating pain,correctionIntent
will you see if I've spelled cower correctly ?,correctionIntent
can you check my sentence: the news follows partisanship?,correctionIntent
how to spell muse?,correctionIntent
is my spelling of appease correct?,correctionIntent
please check the spelling of acquiesce,correctionIntent
please check the spelling of callus,correctionIntent
am i correct to write she is vigilant outdoors,correctionIntent
are there in any errors in the text she is a pious old woman?,correctionIntent
can you check my sentence: excruciating pain?,correctionIntent
verify my spelling of sanction,correctionIntent
will you see if I've spelled dispatch correctly ?,correctionIntent
will you see if I've written 'my aunt is a public prosecutor' correctly?,correctionIntent
is the sentence correct: her performanc is satisfactory?,correctionIntent
will you see if I've spelled frustrate fine?,correctionIntent
verify my spelling of impeccable,correctionIntent
am i correct to write he was persecuted for his actions,correctionIntent
is my spelling of eloquent correct?,correctionIntent
please check the spelling of emity,correctionIntent
will you see if I've spelled slay fine?,correctionIntent
am i correct to write her performanc is satisfactory,correctionIntent
am i correct to write my aunt is a public prosecutor,correctionIntent
verify my spelling of complacency,correctionIntent
is the sentence correct: she is a pious old woman?,correctionIntent
will you see if I've spelled wont correctly ?,correctionIntent
please proofread the sentence: she is a pious old woman,correctionIntent
please proofread the sentence: she is vigilant outdoors,correctionIntent
please proofread the sentence: my aunt is a public prosecutor,correctionIntent
could you give me a story to read?,readRecs
could you give me a fable to read?,readRecs
could you give me a passage to read?,readRecs
could you give me a novel to read?,readRecs
could you give me a reading passage to read?,readRecs
could you give me an article to read?,readRecs
please give me a story to read.,readRecs
please give me a fable to read.,readRecs
please give me a passage to read.,readRecs
please give me a novel to read.,readRecs
please give me a reading passage to read.,readRecs
please give me an article to read.,readRecs
could you give me a story reading exercise?,readRecs
could you give me a fable reading exercise?,readRecs
could you give me a passage reading exercise?,readRecs
could you give me a novel reading exercise?,readRecs
could you give me a paragragh reading exercise?,readRecs
could you give me a text reading exercise?,readRecs
suggest a story that i can read.,readRecs
suggest a fable that i can read.,readRecs
suggest a passage that i can read.,readRecs
suggest a novel that i can read.,readRecs
suggest a reading passage that i can read.,readRecs
suggest an article that i can read.,readRecs
i think we should read a story today.,readRecs
i think we should read a fable today.,readRecs
i think we should read a passage today.,readRecs
i think we should read a novel today.,readRecs
i think we should read a reading passage today.,readRecs
i think we should read an article today.,readRecs
share a story,readRecs
share a fable,readRecs
share a passage,readRecs
share a novel,readRecs
share a reading passage,readRecs
share an article,readRecs
"ma'am, could you send a story?",readRecs
"ma'am, could you send a fable?",readRecs
"ma'am, could you send a passage?",readRecs
"ma'am, could you send a novel?",readRecs
"ma'am, could you send a reading passage?",readRecs
"ma'am, could you send an article?",readRecs
let's read a story,readRecs
let's read a fable,readRecs
let's read a passage,readRecs
let's read a novel,readRecs
let's read a reading passage,readRecs
let's read an article,readRecs
i want to read a story,readRecs
i want to read a fable,readRecs
i want to read a passage,readRecs
i want to read a novel,readRecs
i want to read a reading passage,readRecs
i want to read an article,readRecs
please suggest me a story to read,readRecs
please suggest me a fable to read,readRecs
please suggest me a passage to read,readRecs
please suggest me a novel to read,readRecs
please suggest me a reading passage to read,readRecs
please suggest me an article to read,readRecs
give me a story,readRecs
give me a fable,readRecs
give me a passage,readRecs
give me a novel,readRecs
give me a reading passage,readRecs
give me an article,readRecs
can we read a story?,readRecs
should we read a story right now?,readRecs
can we read a fable?,readRecs
should we read a fable right now?,readRecs
can we read a passage?,readRecs
should we read a passage right now?,readRecs
can we read a novel?,readRecs
should we read a novel right now?,readRecs
can we read a reading passage?,readRecs
should we read a reading passage right now?,readRecs
can we read an article?,readRecs
should we read an article right now?,readRecs
please share some story recommendations,readRecs
what story recommendations do you have for me?,readRecs
please share some fable recommendations,readRecs
what fable recommendations do you have for me?,readRecs
please share some passage recommendations,readRecs
what passage recommendations do you have for me?,readRecs
please share some novel recommendations,readRecs
what novel recommendations do you have for me?,readRecs
please share some reading passage recommendations,readRecs
what reading passage recommendations do you have for me?,readRecs
please share some article recommendations,readRecs
what article recommendations do you have for me?,readRecs
give me an informative story to read.,readRecs
give me an informative fable to read.,readRecs
give me an informative passage to read.,readRecs
give me an informative novel to read.,readRecs
give me an informative reading passage to read.,readRecs
give me an informative article to read.,readRecs
ma'am please provide a story with questions!,readRecs
ma'am please send a story with questions!,readRecs
ma'am please provide a fable with questions!,readRecs
ma'am please send a fable with questions!,readRecs
ma'am please provide a passage with questions!,readRecs
ma'am please send a passage with questions!,readRecs
ma'am please provide a novel with questions!,readRecs
ma'am please send a novel with questions!,readRecs
ma'am please provide a reading passage with questions!,readRecs
ma'am please send a reading passage with questions!,readRecs
ma'am please provide an article with questions!,readRecs
ma'am please send an article with questions!,readRecs
ma'am please send the link of a story to read.,readRecs
ma'am please send the link of a fable to read.,readRecs
ma'am please send the link of a passage to read.,readRecs
ma'am please send the link of a novel to read.,readRecs
ma'am please send the link of a reading passage to read.,readRecs
ma'am please send the link of an article to read.,readRecs
what good story should i read to practice english?,readRecs
what good story should i read?,readRecs
what story will we read today?,readRecs
what good fable should i read to practice english?,readRecs
what good fable should i read?,readRecs
what fable will we read today?,readRecs
what good passage should i read to practice english?,readRecs
what good passage should i read?,readRecs
what passage will we read today?,readRecs
what good novel should i read to practice english?,readRecs
what good novel should i read?,readRecs
what novel will we read today?,readRecs
what good reading passage should i read to practice english?,readRecs
what good reading passage should i read?,readRecs
what reading passage will we read today?,readRecs
what good article should i read to practice english?,readRecs
what good article should i read?,readRecs
what article will we read today?,readRecs
what story will we read today?,readRecs
give me something to read.,readRecs
i would like to read a story today,readRecs
what good story should i read?,readRecs
what story will we read today?,readRecs
i would like to read a fable today,readRecs
what good fable should i read?,readRecs
what fable will we read today?,readRecs
i would like to read a passage today,readRecs
what good passage should i read?,readRecs
what passage will we read today?,readRecs
i would like to read a novel today,readRecs
what good novel should i read?,readRecs
what novel will we read today?,readRecs
i would like to read a reading passage today,readRecs
what good reading passage should i read?,readRecs
what reading passage will we read today?,readRecs
i would like to read an article today,readRecs
what good article should i read?,readRecs
what article will we read today?,readRecs
can i get a story?,readRecs
can i get a fable?,readRecs
can i get a reading passage?,readRecs
give me a random story,readRecs
give me a random reading passage,readRecs
give me a random article,readRecs
"i want to read a story , could you give me something?",readRecs
"i want to read a fable , could you give me something?",readRecs
"i want to read a passage , could you give me something?",readRecs
"i want to read a novel , could you give me something?",readRecs
"i want to read a reading passage , could you give me something?",readRecs
"i want to read an article , could you give me something?",readRecs
i want some story reading recommendations.,readRecs
what good story reading material do you have?,readRecs
i want some story suggestions.,readRecs
i want some fable reading recommendations.,readRecs
what good fable reading material do you have?,readRecs
i want some fable suggestions.,readRecs
i want some passage reading recommendations.,readRecs
what good passage reading material do you have?,readRecs
i want some passage suggestions.,readRecs
i want some novel reading recommendations.,readRecs
what good novel reading material do you have?,readRecs
i want some novel suggestions.,readRecs
i want some reading passage reading recommendations.,readRecs
what good reading passage reading material do you have?,readRecs
i want some reading passage suggestions.,readRecs
what good article reading material do you have?,readRecs
what are some story reading suggestions for beginners?,readRecs
what are some fable reading suggestions for beginners?,readRecs
what are some passage reading suggestions for beginners?,readRecs
what are some novel reading suggestions for beginners?,readRecs
what are some reading passage reading suggestions for beginners?,readRecs
what are some article reading suggestions for beginners?,readRecs
what story is worth reading?,readRecs
what article is worth reading?,readRecs
what passage is worth reading?,readRecs
what novel is worth reading?,readRecs
let's write something today.,writingPrompts
i want to do some writing.,writingPrompts
i want to some write something today.,writingPrompts
give me something to write about.,writingPrompts
can you provide some topic to write on?,writingPrompts
can you provide some writing prompt?,writingPrompts
give me a letter to write,writingPrompts
give me a essay to write,writingPrompts
give me a passage to write,writingPrompts
give me a paragraph to write,writingPrompts
give me a dialogue to write,writingPrompts
give me a story to write,writingPrompts
give me a poem to write,writingPrompts
give me a creative writing to write,writingPrompts
can you give me a letter writing topic?,writingPrompts
can you give me a essay writing topic?,writingPrompts
can you give me a passage writing topic?,writingPrompts
can you give me a paragraph writing topic?,writingPrompts
can you give me a dialogue writing topic?,writingPrompts
can you give me a story writing topic?,writingPrompts
can you give me a poem writing topic?,writingPrompts
can you give me a creative writing writing topic?,writingPrompts
please provide a letter writing prompt?,writingPrompts
please provide a essay writing prompt?,writingPrompts
please provide a passage writing prompt?,writingPrompts
please provide a paragraph writing prompt?,writingPrompts
please provide a dialogue writing prompt?,writingPrompts
please provide a story writing prompt?,writingPrompts
please provide a poem writing prompt?,writingPrompts
please provide a creative writing writing prompt?,writingPrompts
i want to write a letter today,writingPrompts
i want to write a essay today,writingPrompts
i want to write a passage today,writingPrompts
i want to write a paragraph today,writingPrompts
i want to write a dialogue today,writingPrompts
i want to write a story today,writingPrompts
i want to write a poem today,writingPrompts
i want to write a creative writing today,writingPrompts
let's write a letter today,writingPrompts
let's write a essay today,writingPrompts
let's write a passage today,writingPrompts
let's write a paragraph today,writingPrompts
let's write a dialogue today,writingPrompts
let's write a story today,writingPrompts
let's write a poem today,writingPrompts
let's write a creative writing today,writingPrompts
what letter will we write today?,writingPrompts
what essay will we write today?,writingPrompts
what passage will we write today?,writingPrompts
what paragraph will we write today?,writingPrompts
what dialogue will we write today?,writingPrompts
what story will we write today?,writingPrompts
what poem will we write today?,writingPrompts
what creative writing will we write today?,writingPrompts
what  will we write today?,writingPrompts
please assign me a letter to improve my writing.,writingPrompts
please assign me a essay to improve my writing.,writingPrompts
please assign me a passage to improve my writing.,writingPrompts
please assign me a paragraph to improve my writing.,writingPrompts
please assign me a dialogue to improve my writing.,writingPrompts
please assign me a story to improve my writing.,writingPrompts
please assign me a poem to improve my writing.,writingPrompts
please assign me a creative writing to improve my writing.,writingPrompts
please assign me a  to improve my writing.,writingPrompts
can you please tell me what theme I should write my letter on?,writingPrompts
can you please tell me what theme I should write my essay on?,writingPrompts
can you please tell me what theme I should write my passage on?,writingPrompts
can you please tell me what theme I should write my paragraph on?,writingPrompts
can you please tell me what theme I should write my dialogue on?,writingPrompts
can you please tell me what theme I should write my story on?,writingPrompts
can you please tell me what theme I should write my poem on?,writingPrompts
can you please tell me what theme I should write my creative writing on?,writingPrompts
give me a letter topic.,writingPrompts
give me a essay topic.,writingPrompts
give me a passage topic.,writingPrompts
give me a paragraph topic.,writingPrompts
give me a dialogue topic.,writingPrompts
give me a story topic.,writingPrompts
give me a poem topic.,writingPrompts
give me a creative writing topic.,writingPrompts
give me a letter prompt to write.,writingPrompts
give me a essay prompt to write.,writingPrompts
give me a passage prompt to write.,writingPrompts
give me a paragraph prompt to write.,writingPrompts
give me a dialogue prompt to write.,writingPrompts
give me a story prompt to write.,writingPrompts
give me a poem prompt to write.,writingPrompts
give me a creative writing prompt to write.,writingPrompts
what letter writing prompt will you give today?,writingPrompts
what essay writing prompt will you give today?,writingPrompts
what passage writing prompt will you give today?,writingPrompts
what paragraph writing prompt will you give today?,writingPrompts
what dialogue writing prompt will you give today?,writingPrompts
what story writing prompt will you give today?,writingPrompts
what poem writing prompt will you give today?,writingPrompts
what creative writing prompt will you give today?,writingPrompts
what  writing prompt will you give today?,writingPrompts
what letter will you make me write today?,writingPrompts
what essay will you make me write today?,writingPrompts
what passage will you make me write today?,writingPrompts
what paragraph will you make me write today?,writingPrompts
what dialogue will you make me write today?,writingPrompts
what story will you make me write today?,writingPrompts
what poem will you make me write today?,writingPrompts
what creative writing will you make me write today?,writingPrompts
what  will you make me write today?,writingPrompts
let's write a letter today.,writingPrompts
let's write a essay today.,writingPrompts
let's write a passage today.,writingPrompts
let's write a paragraph today.,writingPrompts
let's write a dialogue today.,writingPrompts
let's write a story today.,writingPrompts
let's write a poem today.,writingPrompts
let's write a creative writing today.,writingPrompts
please test me on letter writing today.,writingPrompts
please test me on essay writing today.,writingPrompts
please test me on passage writing today.,writingPrompts
please test me on paragraph writing today.,writingPrompts
please test me on dialogue writing today.,writingPrompts
please test me on story writing today.,writingPrompts
please test me on poem writing today.,writingPrompts
please test me on creative writing writing today.,writingPrompts
please test me on  writing today.,writingPrompts
i want to practice letter writing today.,writingPrompts
i want to practice essay writing today.,writingPrompts
i want to practice passage writing today.,writingPrompts
i want to practice paragraph writing today.,writingPrompts
i want to practice dialogue writing today.,writingPrompts
i want to practice story writing today.,writingPrompts
i want to practice poem writing today.,writingPrompts
i want to practice creative writing today.,writingPrompts
i want to practice  writing today.,writingPrompts
can i get a letter writing prompt?,writingPrompts
can i get an essay writing prompt?,writingPrompts
can i get a passage writing prompt?,writingPrompts
can i get a paragraph writing prompt?,writingPrompts
can i get a dialogue writing prompt?,writingPrompts
can i get a story writing prompt?,writingPrompts
can i get a poem writing prompt?,writingPrompts
can i get a creative writing  prompt?,writingPrompts
can i get a  writing prompt?,writingPrompts
give me a letter writing topic for practice.,writingPrompts
give me an essay writing topic for practice.,writingPrompts
give me a passage writing topic for practice.,writingPrompts
give me a paragraph writing topic for practice.,writingPrompts
give me a dialogue writing topic for practice.,writingPrompts
give me a story writing topic for practice.,writingPrompts
give me a poem writing topic for practice.,writingPrompts
can i get a creative writing topic for practice,writingPrompts
give me a  writing topic for practice.,writingPrompts
give me a random letter prompt for writing.,writingPrompts
give me an random essay prompt for writing.,writingPrompts
give me a random passage prompt for writing.,writingPrompts
give me a random paragraph prompt for writing.,writingPrompts
give me a random dialogue prompt for writing.,writingPrompts
give me a random story prompt for writing.,writingPrompts
give me a random poem prompt for writing.,writingPrompts
give me a random creative writing prompt for writing.,writingPrompts
give me a random  prompt for writing.,writingPrompts
"i want to write a letter , could you give me a topic?",writingPrompts
"i want to write an essay , could you give me a topic?",writingPrompts
"i want to write a passage , could you give me a topic?",writingPrompts
"i want to write a paragraph , could you give me a topic?",writingPrompts
"i want to write a dialogue , could you give me a topic?",writingPrompts
"i want to write a story , could you give me a topic?",writingPrompts
"i want to write a poem , could you give me a topic?",writingPrompts
"i want to do creative writing , could you give me a topic?",writingPrompts
could you give me some idea for letter writing?,writingPrompts
could you give me some idea for essay writing?,writingPrompts
could you give me some idea for passage writing?,writingPrompts
could you give me some idea for paragraph writing?,writingPrompts
could you give me some idea for dialogue writing?,writingPrompts
could you give me some idea for story writing?,writingPrompts
could you give me some idea for poem writing?,writingPrompts
could you give me some idea for creative writing writing?,writingPrompts
i want some letter writing inspiration.,writingPrompts
i want some essay writing inspiration.,writingPrompts
i want some passage writing inspiration.,writingPrompts
i want some paragraph writing inspiration.,writingPrompts
i want some dialogue writing inspiration.,writingPrompts
i want some story writing inspiration.,writingPrompts
i want some poem writing inspiration.,writingPrompts
i want some creative writing inspiration.,writingPrompts
what are some letter writing topics for beginners?,writingPrompts
what are some essay writing topics for beginners?,writingPrompts
what are some passage writing topics for beginners?,writingPrompts
what are some paragraph writing topics for beginners?,writingPrompts
what are some dialogue writing topics for beginners?,writingPrompts
what are some story writing topics for beginners?,writingPrompts
what are some poem writing topics for beginners?,writingPrompts
